ID,技名,"攻撃
属性","防御
属性",全体ダメ,部位ダメ,攻撃力低下,クリ,流血,ギブ,反則
931,アイアンクロー,Iron Claw,腕力,絞め,絞め,絞め,3@,2@,1@,,,,,,○,,,必殺,1%,○,
932,ステップオーバーフェイスロック,Step Over Facelock,絞め,絞め,絞め,絞め,2@,1@,1@,1@,,,,,○,,,,,○,
933,チンロック,Chin Lock,絞め,絞め,絞め,絞め,1@,1@,1@,2@,,,,,○,,,,,○,
934,ネックロック,Neck Lock,絞め,絞め,絞め,絞め,2@,1@,1@,3@,,,,,○,,,必殺,,○,
935,スリーパーホールド,Sleeper Hold,絞め,絞め,絞め,絞め,1@,1@,2@,1@,,,,,○,,,関節,,○,
936,ドラゴンスリーパー,Dragon Sleeper,絞め,絞め,絞め,絞め,2@,2@,2@,3@,,,,,○,,,必殺,,○,
937,ストレッチプラム,Stretch Plum,絞め,絞め,絞め,絞め,3@,1@,1@,1@,,3@,,,○,○,,,,○,
938,スタンディングクラッチ,Standing Clutch,絞め,絞め,絞め,絞め,1@,1@,2@,2@,,1@,1@,,○,○,,,,○,
939,リバースチキンウィングクラッチ,Reverse Chickenwing Clutch,絞め,腕力,絞め,絞め,2@,1@,2@,1@,,,,,○,○,,,,○,
940,クロスアームキャメルクラッチ,Cross Arm Camel Clutch,絞め,絞め,絞め,絞め,2@,2@,2@,1@,1@,2@,,,○,○,,必殺,,○,
941,フルネルソンキャメルクラッチ,Full Nelson Camel Clutch,絞め,絞め,絞め,絞め,2@,2@,1@,2@,1@,2@,,,○,○,,必殺,,○,
942,三角絞め,Triangle Scissors,絞め,絞め,絞め,絞め,3@,1@,2@,1@,,,,,○,,○,必殺,,○,
943,腕極め首固め,Arm Lock Neck Hold,絞め,関節,絞め,関節,2@,1@,1@,3@,2@,,,,○,,○,必殺,,○,
944,ストラングルホールドγ,Strangle Hold Gamma,絞め,絞め,絞め,絞め,3@,1@,2@,4@,,,,,○,,○,,,○,
945,クルックヘッドシザース,Crook Head Scissors,絞め,絞め,絞め,絞め,1@,1@,1@,3@,,,,,○,,○,,,○,
946,チキンウィングフェイスロック,Chickenwing Facelock,関節,関節,関節,関節,1@,2@,1@,3@,,,,,○,,,関節,,○,
947,キーロック,Key Lock,絞め,関節,絞め,関節,1@,1@,,,4@,,,,○,,,,,○,
948,ストレートアームバー,Straight Arm Bar,関節,関節,関節,関節,1@,1@,,,4@,,,,○,,,関節,,○,
949,チキンウィングアームロック,Chickenwing Arm Lock,関節,関節,関節,関節,1@,1@,,,4@,,,,○,,,関節,,○,
950,腕ひしぎ逆十字固め,Cross Armbreaker,関節,関節,関節,関節,1@,1@,,,4@,,,,○,,○,関節,,○,
951,肩固め,Shoulder Hold,絞め,関節,絞め,関節,1@,1@,2@,2@,1@,,,,○,,,,,○,
952,体固め,Pinfall,腕力,テク,テク,テク,,4,2,,,,,,,,,,,,
953,両手押さえフォール,Both Hands-Press Pin,腕力,腕力,ラフ,ラフ,,6,2,,,,,,,,,,,,
954,片エビ固め,Hooked-Leg Pinfall,腕力,腕力,テク,テク,,5,2,,,,,,,,,,,,
955,エビ固め,Double-Leg Hook Fall,腕力,テク,テク,テク,,5,2,,,,,,,,,,,,
956,ジャックナイフ固め,Jackknife Hold,テク,テク,テク,テク,,6,2,,,,,,,,,,,,
957,ローストピッグクラッチ,Roast Pig Clutch,テク,テク,テク,テク,,10,4,,,,,,,,,テク,,,
958,外道クラッチ,Gedo Clutch,テク,テク,テク,テク,,12,4,4,,,,,,,,テク,,,
959,エルボードロップホールド,Elbow Drop Hold,ラフ,馬力,ラフ,叩き,,10,4,,,,,,,,,,,,
960,フライングボディプレス,Flying Body Press,瞬発,馬力,飛び,叩き,,8,5,,,,,,,,○,,,,
961,超肉弾プレス,Muscle Bomb Press,馬力,馬力,飛び,ラフ,,10,5,,,,,,,,,必殺,,,
962,ムーンサルトフォール,Moonsault Fall,瞬発,馬力,飛び,叩き,,9,4,,,,,,,○,○,,,,
963,バーミヤンスタンプ,Barmian Stamp,ラフ,馬力,ラフ,ラフ,,11,4,,,,,,,,,,,,
964,ヒップドロップ,Hip Drop,馬力,馬力,飛び,ラフ,,10,4,,,,,,,,,必殺,,,
965,ガードポジション,Guard Position,総合,テク,総合,テク,,7,,,,,,,,,,,,,
1710,馬乗りエルボー,Mounted Elbow,ラフ,突き,ラフ,突き,3@,1@,,1@,,,,,○,○,,,,,
1711,クネクネダンスチョップ,Winding Dance Chop,ラフ,突き,ラフ,突き,5,5,,1,,,,,○,○,,必殺,,,
1712,脳天膝蹴り,Crown Knee Kick,総合,馬力,総合,蹴り,4@,4@,,3@,,,,,,○,○,打撃,,○,
1713,首４の字固め,Neck Figure 4,絞め,絞め,絞め,絞め,2@,1@,1@,2@,,,,,,○,○,,,○,
1714,バッファロースリーパー,Buffalo Sleeper,絞め,絞め,絞め,絞め,3@,2@,2@,1@,1@,,,,○,,,必殺,,○,
1715,変型リバースチキンウィング,Modified Reverse Chickenwing,絞め,絞め,絞め,絞め,2@,2@,2@,2@,1@,1@,,,○,○,○,必殺,,○,
1716,首極めアームロック,Neck Hold Arm Lock,関節,関節,関節,関節,1@,1@,1@,3@,4@,,,,○,,,関節,,○,
1717,踏みつけフォール,Stomping Fall,ラフ,ラフ,ラフ,ラフ,,7,1,,,,,,,,,,,,
1718,デンジャラスニーキック,Dangerous Knee Kick,蹴り,馬力,蹴り,叩き,15,5,,9,,,,,,○,○,必殺,,,
1719,アナコンダ・バイス,Anaconda vice,絞め,絞め,絞め,絞め,2@,2@,1@,3@,1@,,,,○,○,○,必殺,,○,
1720,クロスアームブリーカー,Cross Double Arm Breaker,絞め,テク,絞め,関節,1@,1@,,,5@,,,,○,,○,必殺,,○,
1721,ランニングデンジャラスキック,Running Dangerous Kick,蹴り,ラフ,ラフ,蹴り,16,3,,10,,,,,,○,○,必殺,,,
1722,スライディングフロントキック,Sliding Front Kick,瞬発,蹴り,飛び,叩き,14,7,,8,,,,,,○,○,必殺,,,
1989,ナイトメア,Nightmare,エン,エン,エン,エン,1@,4@,2@,,,,,,,○,○,必殺,,○,
1990,ランニング顔面ドロップキック,Running Face Dropkick,瞬発,蹴り,飛び,叩き,9,6,,5,,,,,,○,○,必殺,,,
1991,ファットマンプレス,Fatman Press,エン,馬力,エン,叩き,5,8,6,1,1,1,1,,,○,,必殺,,,
2118,ランニングミドルキック,Running Middle Kick,蹴り,蹴り,蹴り,蹴り,15,4,1,,,,,,,○,○,必殺,,,
2119,スライディングエルボーバット,Sliding Elbow Butt,突き,瞬発,突き,ラフ,15,7,,7,,,,,,○,○,必殺,,,
2120,グラウンドシューティングスタープレス,Shooting Star Press,瞬発,馬力,飛び,叩き,,12,7,,,,,,,○,○,,,,
2121,アイアンクローホールド,Iron Claw Hold,腕力,ラフ,ラフ,絞め,,10,4,,,,,,○,,,,,,
2122,捻り式チンロック,Twisting Chin Lock,腕力,絞め,絞め,絞め,1@,1@,,3@,,,,,○,,,,,○,
2123,倒れ込みフィストドロップ,Falling Fist Drop,ラフ,突き,ラフ,突き,2,3,,,,,,,○,,○,,,,
2124,スライディングラリアット,Sliding Lariat,腕力,瞬発,ラリ,ラリ,14,7,,9,,,,,○,○,○,必殺,,,
2267,逆水平チョップ,Knife-Edge Chop,突き,突き,突き,ラフ,6,2,,,,,,,○,,○,,,,
2268,フライングニーアタック,Flying Knee Attack,瞬発,蹴り,蹴り,叩き,15,7,,7,,,,,,○,○,必殺,,,
6123,振り下ろしチョップ,Downward Chop,ラフ,突き,ラフ,突き,3,2,1,1,,,,,○,,○,,,,
6124,チョップドロップ,Chop Drop,ラフ,突き,ラフ,突き,4,1,1,2,,,,,○,,○,,,,
6125,ブレードランナー,Blade Runner,瞬発,馬力,叩き,叩き,26,8,,8,,,,○,○,○,,必殺,,,
6126,頭部叩き付け連打,Head Smash Combo,ラフ,腕力,ラフ,叩き,2@,2@,,1@,,,,○,○,,,,1%,,
6127,乗っかり式片エビ固め,Mount Hooked-leg Pinfall,腕力,腕力,テク,テク,,6,2,,,,,,,,,,,,
